KORT;KORT EID AV KUNDE;PRIS BOOKING;MEDLEM;KUNDEID;RESSURS;BESØKSDATO;STARTTID;BESTILLINGSDATO;BESTILLINGSTID;ANTALLRESURSER
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6902559;Dropin  - Sukkerbiten;18.05.2022;08:30-10:00;17.05.2022;17.05.2022 22:34;1
<br/>;;NOK 200;yes;5946890;Dropin  - Sukkerbiten;18.05.2022;08:30-10:00;17.05.2022;17.05.2022 23:56;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5865240;Dropin  - Sukkerbiten;18.05.2022;08:30-10:00;18.05.2022;18.05.2022 06:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5710338;Dropin  - Sukkerbiten;18.05.2022;08:30-10:00;18.05.2022;18.05.2022 06:24;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5501483;Dropin  - Sukkerbiten;18.05.2022;08:30-10:00;18.05.2022;18.05.2022 08:04;1
<br/>;;NOK 100;yes;6472562;Dropin  - Bademaschin/Snipa;18.05.2022;08:30-10:00;13.05.2022;13.05.2022 18:59;1
<br/>;;NOK 175;No;6902745;Dropin  - Bademaschin/Snipa;18.05.2022;08:30-10:00;16.05.2022;16.05.2022 20:22;1
<br/>;;NOK 175;No;6620820;Dropin  - Bademaschin/Snipa;18.05.2022;08:30-10:00;17.05.2022;17.05.2022 15:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6614241;Dropin  - Bademaschin/Snipa;18.05.2022;08:30-10:00;18.05.2022;18.05.2022 00:13;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager;NOK 0;No;5614585;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;05.05.2022;05.05.2022 22:16;1
<br/>;;NOK 200;yes;5545885;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;11.05.2022;11.05.2022 10:40;2
<br/>;;NOK 100;yes;6508501;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;13.05.2022;13.05.2022 14:17;2
<br/>;;NOK 100;yes;5724317;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;13.05.2022;13.05.2022 17:24;1
<br/>;;NOK 100;yes;6518743;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;13.05.2022;13.05.2022 17:25;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5826838;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;15.05.2022;15.05.2022 14:06;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6803514;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;15.05.2022;15.05.2022 14:07;1
<br/>;;NOK 100;yes;5864566;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;15.05.2022;15.05.2022 14:09;1
<br/>;;NOK 175;No;6897343;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;16.05.2022;16.05.2022 20:26;1
<br/>;Antall ganger NOK 600;NOK 100;yes;6241085;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 13:49;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6073950;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 17:56;1
<br/>;;NOK 100;yes;6816147;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 19:51;1
<br/>;;NOK 350;No;6686544;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 20:33;2
<br/>;;NOK 350;No;6909155;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 23:19;2
<br/>;;NOK 100;yes;5835129;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 08:07;1
<br/>;;NOK 350;No;5995679;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 08:10;2
<br/>;;NOK 175;No;6633558;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 08:12;1
<br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5716975;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 08:51;1
<br/>;;NOK 100;yes;5757507;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 09:36;1
<br/>;;NOK 100;yes;5720960;Dropin  - Sukkerbiten;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 10:00;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;6015530;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;04.05.2022;04.05.2022 14:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6094495;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;04.05.2022;04.05.2022 14:05;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5870518;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;16.05.2022;16.05.2022 17:37;1
<br/>;;NOK 350;No;6907495;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 22:11;2
<br/>;;NOK 700;No;6908996;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 22:32;4
<br/>;;NOK 600;No;6909015;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;17.05.2022;17.05.2022 22:39;4
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5839964;Dropin  - Bademaschin/Snipa;18.05.2022;10:00-11:30;18.05.2022;18.05.2022 09:22;1
<br/>;;NOK 200;yes;6445308;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;20.04.2022;20.04.2022 19:57;2
<br/>;;NOK 350;No;6865460;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;08.05.2022;08.05.2022 08:56;2
<br/>;;NOK 350;No;5243668;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;08.05.2022;08.05.2022 22:46;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;No;6673466;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;15.05.2022;15.05.2022 09:43;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;16.05.2022;16.05.2022 00:31;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6200133;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;16.05.2022;16.05.2022 00:32;1
<br/>;;NOK 200;yes;6206214;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;16.05.2022;16.05.2022 17:14;2
<br/>;;NOK 350;No;6903169;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;16.05.2022;16.05.2022 19:43;2
<br/>;;NOK 350;No;6903914;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;16.05.2022;16.05.2022 22:32;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6482211;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;18.05.2022;18.05.2022 00:12;1
<br/>;;NOK 100;yes;6720242;Dropin  - Sukkerbiten;18.05.2022;11:30-13:00;18.05.2022;18.05.2022 00:45;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5857187;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;11.05.2022;11.05.2022 17:27;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6617562;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;14.05.2022;14.05.2022 21:18;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;5807840;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;14.05.2022;14.05.2022 21:21;1
<br/>;;NOK 300;yes;6898795;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;15.05.2022;15.05.2022 21:09;3
<br/>;;NOK 175;No;6910365;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;18.05.2022;18.05.2022 07:25;1
<br/>;;NOK 100;yes;6706652;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;18.05.2022;18.05.2022 08:07;1
<br/>;;NOK 300;yes;6910609;Dropin  - Bademaschin/Snipa;18.05.2022;11:30-13:00;18.05.2022;18.05.2022 08:51;3
<br/>;;NOK 400;yes;6859550;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;12.05.2022;12.05.2022 11:41;4
<br/>;;NOK 350;No;6887877;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;13.05.2022;13.05.2022 14:28;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5778363;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;14.05.2022;14.05.2022 18:14;1
<br/>;;NOK 350;No;6481565;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;15.05.2022;15.05.2022 15:03;2
<br/>;;NOK 175;No;6887275;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;16.05.2022;16.05.2022 13:10;1
<br/>;;NOK 350;No;6902510;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;16.05.2022;16.05.2022 17:02;2
<br/>;;NOK 525;No;6255781;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;16.05.2022;16.05.2022 18:00;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6227696;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 10:43;1
<br/>;;NOK 100;yes;6883871;Dropin  - Sukkerbiten;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 12:27;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6888787;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;17.05.2022;17.05.2022 22:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;5783589;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;17.05.2022;17.05.2022 22:57;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6893926;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;17.05.2022;17.05.2022 22:57;1
<br/>;;NOK 100;yes;6545602;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 10:26;1
<br/>;;NOK 175;No;6911110;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 11:01;1
<br/>;;NOK 100;yes;6049648;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 11:39;1
<br/>;;NOK 175;No;6911313;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 11:49;1
<br/>;;NOK 175;No;6911314;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 11:49;1
<br/>;;NOK 525;No;6911394;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 12:04;3
<br/>;;NOK 100;yes;6051784;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 12:04;1
<br/>;;NOK 700;No;6911517;Dropin  - Bademaschin/Snipa;18.05.2022;13:00-14:30;18.05.2022;18.05.2022 12:38;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6064703;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;02.05.2022;02.05.2022 09:33;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager NOK 200    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5747964;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;05.05.2022;05.05.2022 08:07;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5717204;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;08.05.2022;08.05.2022 21:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5712284;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;11.05.2022;11.05.2022 14:04;1
<br/>;;NOK 100;yes;6564450;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;13.05.2022;13.05.2022 14:44;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6822698;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;15.05.2022;15.05.2022 10:25;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5713026;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;16.05.2022;16.05.2022 21:31;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707825;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 16:47;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5775603;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 16:49;1
<br/>;;NOK 700;No;6682053;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 19:31;4
<br/>;;NOK 350;No;6391655;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 19:51;2
<br/>;;NOK 100;yes;6159702;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 21:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5536928;Dropin  - Sukkerbiten;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 06:05;1
<br/>;;NOK 525;No;6650331;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;13.05.2022;13.05.2022 11:29;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;6282686;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;16.05.2022;16.05.2022 10:26;1
<br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;yes;5499970;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;16.05.2022;16.05.2022 10:32;1
<br/>;;NOK 100;yes;6600841;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;16.05.2022;16.05.2022 11:39;1
<br/>;;NOK 350;No;6902328;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;16.05.2022;16.05.2022 16:23;2
<br/>;;NOK 175;No;6907788;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 17:56;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6491106;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 23:47;1
<br/>;;NOK 175;No;6909268;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 23:47;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6361568;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;17.05.2022;17.05.2022 23:49;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6164709;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 01:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6753993;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 01:08;1
<br/>;;NOK 350;No;6910943;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 10:21;2
<br/>;;NOK 350;No;5754844;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 11:28;2
<br/>;;NOK 350;No;5912495;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 11:48;2
<br/>;;NOK 175;No;5920186;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 11:58;1
<br/>;;NOK 100;yes;6600870;Dropin  - Bademaschin/Snipa;18.05.2022;14:30-16:00;18.05.2022;18.05.2022 12:28;1
<br/>;;NOK 2 000;yes;6788282;Skarven;18.05.2022;15:00-17:00;14.04.2022;14.04.2022 10:26;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501515;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;27.04.2022;27.04.2022 22:11;1
Årskort/månedskort   <br/>;Forhåndsbetalt beløp NOK 1 000    Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5513263;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;28.04.2022;28.04.2022 15:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;5994244;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;06.05.2022;06.05.2022 15:53;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5861809;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;08.05.2022;08.05.2022 21:14;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5861824;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;08.05.2022;08.05.2022 21:27;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5501619;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;09.05.2022;09.05.2022 07:59;1
<br/>;;NOK 175;No;6826284;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;09.05.2022;09.05.2022 08:21;1
<br/>;;NOK 400;yes;5503115;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;09.05.2022;09.05.2022 08:24;4
<br/>;;NOK 300;yes;5503115;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;09.05.2022;09.05.2022 08:26;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Antall ganger NOK 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5938787;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;09.05.2022;09.05.2022 08:27;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5998691;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;11.05.2022;11.05.2022 13:12;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5779579;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 07:37;1
<br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5492062;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 15:18;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6050361;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 15:40;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5709684;Dropin  - Sukkerbiten;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 15:40;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5706937;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;01.05.2022;01.05.2022 10:22;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6219824;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;12.05.2022;12.05.2022 14:20;1
<br/>;;NOK 175;No;6168988;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;12.05.2022;12.05.2022 17:13;1
<br/>;;NOK 400;yes;6009836;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;13.05.2022;13.05.2022 09:04;4
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5828946;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;13.05.2022;13.05.2022 18:54;1
<br/>;;NOK 175;No;6889115;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;13.05.2022;13.05.2022 18:56;1
<br/>;;NOK 350;No;6666383;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;14.05.2022;14.05.2022 15:22;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6046299;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;15.05.2022;15.05.2022 10:44;1
<br/>;;NOK 100;yes;6714640;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;16.05.2022;16.05.2022 13:29;1
<br/>;;NOK 350;No;6903278;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;16.05.2022;16.05.2022 20:04;2
<br/>;;NOK 350;No;6903449;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;16.05.2022;16.05.2022 20:47;2
<br/>;;NOK 175;yes;6593456;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;17.05.2022;17.05.2022 03:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6148779;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 08:11;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6413067;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 08:44;1
<br/>;;NOK 175;No;6479072;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 09:32;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6182327;Dropin  - Bademaschin/Snipa;18.05.2022;16:00-17:30;18.05.2022;18.05.2022 14:42;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6858783;Dropin - Kroloftet (Svartdalen);18.05.2022;16:00-17:30;18.05.2022;18.05.2022 13:30;1
<br/>;;NOK 100;yes;6483835;Dropin - Kroloftet (Svartdalen);18.05.2022;16:00-17:30;18.05.2022;18.05.2022 15:24;1
<br/>;;NOK 1 200;yes;6782447;Måken;18.05.2022;16:00-18:00;12.04.2022;12.04.2022 13:20;1
<br/>;;NOK 2 000;No;6479397;Alken;18.05.2022;16:15-18:15;01.01.2022;01.01.2022 17:48;1
<br/>;;NOK 2 000;No;6883258;Ærfuglen;18.05.2022;16:15-18:15;12.05.2022;12.05.2022 15:58;1
<br/>;;NOK 2 000;yes;6494430;Snipa;18.05.2022;16:30-18:30;18.04.2022;18.04.2022 18:53;1
<br/>;;NOK 2 000;yes;6627922;Skarven;18.05.2022;17:00-19:00;04.04.2022;04.04.2022 18:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6352683;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;01.05.2022;01.05.2022 09:55;1
<br/>;;NOK 100;yes;6824485;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;05.05.2022;05.05.2022 09:03;1
<br/>;;NOK 200;yes;6870606;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;09.05.2022;09.05.2022 20:50;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5870785;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 13:20;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5870811;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 13:52;1
<br/>;;NOK 400;yes;6376022;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 14:07;4
<br/>;;NOK 200;yes;6835895;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 20:48;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5788445;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 22:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5788470;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;10.05.2022;10.05.2022 22:53;1
<br/>;;NOK 100;yes;6376022;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;11.05.2022;11.05.2022 07:50;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;No;5751689;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 15:19;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 0;yes;5706938;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 15:45;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5854687;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 16:36;1
<br/>;;NOK 350;No;6912485;Dropin  - Sukkerbiten;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 16:41;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Antall ganger NOK 300;NOK 0;yes;5718660;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;02.05.2022;02.05.2022 10:33;1
<br/>;;NOK 400;yes;6250026;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;02.05.2022;02.05.2022 16:53;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5708837;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;11.05.2022;11.05.2022 14:56;1
<br/>;;NOK 350;No;6846640;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;11.05.2022;11.05.2022 17:02;2
<br/>;;NOK 200;yes;6290525;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;13.05.2022;13.05.2022 15:45;2
